Key,Value
3,"1. Mountain
2. Airport
3. Beach
4. School
5. Desert
6. Cabin
7. Jungle
8. Stadium
9. Library
10. Art gallery

I'm moving towards Beach"
0,"1. Mountain
2. Airport
3. School
4. Desert
5. Cabin
6. Jungle
7. Stadium
8. Library
9. Art gallery

I'm headed to Beach"
2,"1. Factory
2. Beach

I'm en route to Beach"
0,"1. Factory

I'm marching to Beach"
6,"1. Planet
2. Art gallery
3. Gym
4. Train station
5. Carnival
6. Movie theater
7. Cruise ship
8. Tea house
9. Farm

I'm traveling to Movie theater"
0,"1. Planet
2. Art gallery
3. Gym
4. Train station
5. Carnival
6. Cruise ship
7. Tea house
8. Farm

I am en route to Movie theater"
12,"1. Beach resort
2. Lab
3. Concert hall
4. Campsite
5. Haunted house
6. Lighthouse
7. Airport
8. Art gallery
9. Hospital
10. Volcano
11. Skyscraper
12. Jupiter

I march to Jupiter"
0,"1. Beach resort
2. Lab
3. Concert hall
4. Campsite
5. Haunted house
6. Lighthouse
7. Airport
8. Art gallery
9. Hospital
10. Volcano
11. Skyscraper

I start for Jupiter"
5,"1. Train station
2. Television studio
3. Moon
4. Cave
5. Zoo
6. Gym
7. Waterfall
8. Cinema
9. Village
10. Ice cream parlor
11. Factory
12. Jupiter
13. Radio station
14. Underground
15. Art gallery
16. Haunted house

I'm starting to Zoo"
0,"1. Train station
2. Television studio
3. Moon
4. Cave
5. Gym
6. Waterfall
7. Cinema
8. Village
9. Ice cream parlor
10. Factory
11. Jupiter
12. Radio station
13. Underground
14. Art gallery
15. Haunted house

I'm marching towards Zoo"
2,"1. College
2. Studio

I'm off to Studio"
0,"1. College

I'm making my way to Studio"
6,"1. Historical site
2. Circus
3. Botanical garden
4. Beach resort
5. Sun
6. Mountain
7. Gym
8. Forest
9. Park
10. College
11. Winery
12. Village
13. Orchard
14. Daycare
15. Space station
16. Castle
17. Stadium
18. Jupiter
19. Planetarium

I'm departing to Mountain"
0,"1. Historical site
2. Circus
3. Botanical garden
4. Beach resort
5. Sun
6. Gym
7. Forest
8. Park
9. College
10. Winery
11. Village
12. Orchard
13. Daycare
14. Space station
15. Castle
16. Stadium
17. Jupiter
18. Planetarium

I'm entering Mountain"
12,"1. Stadium
2. Moon
3. Jungle
4. Library
5. Concert hall
6. Suburb
7. Cinema
8. Cabin
9. Circus
10. Beach resort
11. Office building
12. Radio station
13. Ski resort
14. Farm market
15. Campsite
16. Lab
17. Village
18. Gym
19. Spa

I'm venturing towards Radio station"
0,"1. Stadium
2. Moon
3. Jungle
4. Library
5. Concert hall
6. Suburb
7. Cinema
8. Cabin
9. Circus
10. Beach resort
11. Office building
12. Ski resort
13. Farm market
14. Campsite
15. Lab
16. Village
17. Gym
18. Spa

I'm setting out for Radio station"
1,"1. Cinema
2. Forest
3. Underground
4. Art gallery
5. Circus
6. Planetarium
7. River
8. Haunted house
9. Countryside
10. Amusement park
11. Rainforest
12. Lighthouse
13. Concert hall
14. Cabin
15. Sun
16. Hospital
17. Lake

I'm marching towards Cinema"
0,"1. Forest
2. Underground
3. Art gallery
4. Circus
5. Planetarium
6. River
7. Haunted house
8. Countryside
9. Amusement park
10. Rainforest
11. Lighthouse
12. Concert hall
13. Cabin
14. Sun
15. Hospital
16. Lake

I'm venturing to Cinema"
2,"1. Restaurant
2. Campground
3. Sculpture park
4. Radio station
5. City
6. Farm
7. Lake
8. Zoo
9. Tea house

I'm preparing to travel to Campground"
0,"1. Restaurant
2. Sculpture park
3. Radio station
4. City
5. Farm
6. Lake
7. Zoo
8. Tea house

I'm taking a journey to Campground"
5,"1. Jupiter
2. Suburb
3. Beach resort
4. Forest
5. Volcano
6. Garden
7. Campsite
8. Tea house
9. Safari park
10. Library
11. Movie theater
12. Farmers' market
13. Botanical garden
14. Kindergarten
15. Daycare

I'm journeying towards Volcano"
0,"1. Jupiter
2. Suburb
3. Beach resort
4. Forest
5. Garden
6. Campsite
7. Tea house
8. Safari park
9. Library
10. Movie theater
11. Farmers' market
12. Botanical garden
13. Kindergarten
14. Daycare

I'm on the way to Volcano"
2,"1. Television studio
2. Rainforest

I'm going to Rainforest"
0,"1. Television studio

I'm journeying to Rainforest"
11,"1. Shopping mall
2. Beach resort
3. Underground
4. Park
5. Space station
6. Cruise ship
7. Television studio
8. Safari park
9. Desert
10. Sun
11. Forest
12. Hospital
13. Concert hall
14. Observatory
15. Tea house

I'm starting to Forest"
0,"1. Shopping mall
2. Beach resort
3. Underground
4. Park
5. Space station
6. Cruise ship
7. Television studio
8. Safari park
9. Desert
10. Sun
11. Hospital
12. Concert hall
13. Observatory
14. Tea house

I prepare to go to Forest"
3,"1. Bakery
2. Coffee shop
3. Forest
4. Island
5. Radio station
6. Circus
7. Amusement park

I'm traveling towards Forest"
0,"1. Bakery
2. Coffee shop
3. Island
4. Radio station
5. Circus
6. Amusement park

I proceed to Forest"
1,"1. Bakery
2. Cruise ship
3. Park
4. Underwater cave
5. Suburb
6. Observatory
7. River
8. Castle
9. Kindergarten
10. Workshop
11. College
12. Lab
13. Cinema
14. Haunted house
15. Desert

I'm making my way to Bakery"
0,"1. Cruise ship
2. Park
3. Underwater cave
4. Suburb
5. Observatory
6. River
7. Castle
8. Kindergarten
9. Workshop
10. College
11. Lab
12. Cinema
13. Haunted house
14. Desert

I'm preparing to travel to Bakery"
3,"1. Kindergarten
2. Town
3. Observatory
4. Spa
5. Cave
6. Train station
7. Village
8. Moon

I march to Observatory"
0,"1. Kindergarten
2. Town
3. Spa
4. Cave
5. Train station
6. Village
7. Moon

I stroll to Observatory"
8,"1. Spa
2. Cinema
3. Concert hall
4. College
5. Forest
6. Mountain
5. Forest
8. Cafe
9. Garden
10. Jungle
11. Studio
12. Microbrewery
13. Winery
14. Airport
15. Gym
16. Desert
17. Television studio
18. Lake

I'm strolling to Cafe"
0,"1. Spa
2. Cinema
3. Concert hall
4. College
5. Forest
6. Mountain
5. Forest
8. Garden
9. Jungle
10. Studio
11. Microbrewery
12. Winery
13. Airport
14. Gym
15. Desert
16. Television studio
17. Lake

I'm making a trip to Cafe"
3,"1. Desert
2. Cinema
3. Safari park

I'm strolling to Safari park"
0,"1. Desert
2. Cinema

I stroll to Safari park"
1,"1. City
2. River
3. Shopping mall
4. Sun

I'm proceeding to City"
0,"1. River
2. Shopping mall
3. Sun

I march to City"
1,"1. University
2. Art gallery

I'm heading to University"
0,"1. Art gallery

I'm journeying towards University"
5,"1. Island
2. Mountain
3. Movie theater
4. Ice cream parlor
5. Forest
6. Lake
7. Cafe
8. Library
9. Jungle
10. Cabin
11. Botanical garden
12. Countryside
13. City
14. Art gallery
15. Shopping mall
16. Safari park
17. Spa
18. Tea house

I'm journeying towards Forest"
0,"1. Island
2. Mountain
3. Movie theater
4. Ice cream parlor
5. Lake
6. Cafe
7. Library
8. Jungle
9. Cabin
10. Botanical garden
11. Countryside
12. City
13. Art gallery
14. Shopping mall
15. Safari park
16. Spa
17. Tea house

I'm on my way to Forest"
5,"1. Carnival
2. Hospital
3. Concert hall
4. Observatory
5. Island
6. Safari park
7. Planet
8. Farmers' market
9. Bakery

I'm traveling to Island"
0,"1. Carnival
2. Hospital
3. Concert hall
4. Observatory
5. Safari park
6. Planet
7. Farmers' market
8. Bakery

I set off for Island"
2,"1. Coffee shop
2. Lake
3. Rainforest
4. Office building
5. Television studio
6. Factory

I'm marching to Lake"
0,"1. Coffee shop
2. Rainforest
3. Office building
4. Television studio
5. Factory

I'm marching to Lake"
8,"1. Sculpture park
2. Castle
3. Underwater cave
4. Coffee shop
5. Bookstore
6. Zoo
7. Art gallery
8. Concert hall

I'm on my way to Concert hall"
0,"1. Sculpture park
2. Castle
3. Underwater cave
4. Coffee shop
5. Bookstore
6. Zoo
7. Art gallery

I am on my way to Concert hall"
3,"1. Cave
2. University
3. Planetarium
4. Amusement park
5. Ski resort
6. Office
7. Gym
8. Underwater cave
9. Hospital
10. Vineyard
11. Lake
12. Desert
13. Historical site
14. Skyscraper
15. Spa
16. Jungle
17. Carnival
18. Safari park

I'm advancing towards Planetarium"
0,"1. Cave
2. University
3. Amusement park
4. Ski resort
5. Office
6. Gym
7. Underwater cave
8. Hospital
9. Vineyard
10. Lake
11. Desert
12. Historical site
13. Skyscraper
14. Spa
15. Jungle
16. Carnival
17. Safari park

I'm entering Planetarium"
3,"1. Carnival
2. Gym
3. Television studio
4. Jupiter
5. Historical site
6. School
7. Park
8. Art gallery
9. Radio station
10. Spa

I set out for Television studio"
0,"1. Carnival
2. Gym
3. Jupiter
4. Historical site
5. School
6. Park
7. Art gallery
8. Radio station
9. Spa

I venture to Television studio"
9,"1. Microbrewery
2. Orchard
3. City
4. Concert hall
5. Studio
6. Ice cream parlor
7. Tea house
8. Garden
9. Movie theater

I'm proceeding to Movie theater"
0,"1. Microbrewery
2. Orchard
3. City
4. Concert hall
5. Studio
6. Ice cream parlor
7. Tea house
8. Garden

I'm venturing to Movie theater"
4,"1. Town
2. Kindergarten
3. Wildlife sanctuary
4. Haunted house
5. Zoo
6. Underwater cave
7. Office building
8. Tea house
9. Concert hall
10. Wetland
11. Planet
12. Cinema

I march to Haunted house"
0,"1. Town
2. Kindergarten
3. Wildlife sanctuary
4. Zoo
5. Underwater cave
6. Office building
7. Tea house
8. Concert hall
9. Wetland
10. Planet
11. Cinema

I'm venturing to Haunted house"
8,"1. Skyscraper
2. Town
3. Desert
4. Workshop
5. Wildlife sanctuary
6. Underground
7. Cabin
8. Beach resort
9. Tea house
10. City
11. Campground

I'm making a trip to Beach resort"
0,"1. Skyscraper
2. Town
3. Desert
4. Workshop
5. Wildlife sanctuary
6. Underground
7. Cabin
8. Tea house
9. City
10. Campground

I'm venturing towards Beach resort"
6,"1. Stadium
2. Aquarium
3. Museum
4. Cruise ship
5. Farmers' market
6. Concert hall

I'm walking to Concert hall"
0,"1. Stadium
2. Aquarium
3. Museum
4. Cruise ship
5. Farmers' market

I march to Concert hall"
3,"1. Farm
2. Hospital
3. Movie theater
4. School
5. Carnival
6. Skyscraper

I make my way to Movie theater"
0,"1. Farm
2. Hospital
3. School
4. Carnival
5. Skyscraper

I visit Movie theater"
4,"1. Park
2. School
3. Stadium
4. Farm
5. Forest
6. Radio station
7. Bookstore
5. Forest
9. Countryside

I'm making a trip to Farm"
0,"1. Park
2. School
3. Stadium
4. Forest
5. Radio station
6. Bookstore
4. Forest
8. Countryside

I'm starting to Farm"
18,"1. Lighthouse
2. Underwater cave
3. Bookstore
4. College
5. Farm
6. Cruise ship
7. Planet
8. Amusement park
9. Ice cream parlor
10. Underground
11. Concert hall
12. Tea house
13. Stadium
14. Circus
15. Historical site
16. Desert
17. Skyscraper
18. Radio station

I'm setting off to Radio station"
0,"1. Lighthouse
2. Underwater cave
3. Bookstore
4. College
5. Farm
6. Cruise ship
7. Planet
8. Amusement park
9. Ice cream parlor
10. Underground
11. Concert hall
12. Tea house
13. Stadium
14. Circus
15. Historical site
16. Desert
17. Skyscraper

I'm advancing to Radio station"
3,"1. Skyscraper
2. College
3. Office

I journey to Office"
0,"1. Skyscraper
2. College

I'm starting to Office"
2,"1. Factory
2. Park
3. Carnival
4. Volcano
5. Farm market
6. Ice cream parlor
7. Daycare
8. Ski resort

I go to Park"
0,"1. Factory
2. Carnival
3. Volcano
4. Farm market
5. Ice cream parlor
6. Daycare
7. Ski resort

I'm preparing to go to Park"
1,"1. Art gallery
2. Tea house
3. Radio station
4. Safari park
5. River

I'm preparing to travel to Art gallery"
0,"1. Tea house
2. Radio station
3. Safari park
4. River

I'm making my way towards Art gallery"
2,"1. Amusement park
2. Skyscraper
3. Spa
4. Town
5. Botanical garden
6. Television studio
7. Campsite
8. Coffee shop
9. Island
10. Planet
11. Waterfall
12. Ski resort
13. Countryside

I'm making a trip towards Skyscraper"
0,"1. Amusement park
2. Spa
3. Town
4. Botanical garden
5. Television studio
6. Campsite
7. Coffee shop
8. Island
9. Planet
10. Waterfall
11. Ski resort
12. Countryside

I'm moving towards Skyscraper"
10,"1. Shopping mall
2. Circus
3. Cemetery
4. Microbrewery
5. Farm market
6. Garden
7. Library
8. Lighthouse
9. Factory
10. College
11. Orchard
12. Safari park
13. Campsite
14. Countryside
15. Skyscraper
16. Forest

I am on my way to College"
0,"1. Shopping mall
2. Circus
3. Cemetery
4. Microbrewery
5. Farm market
6. Garden
7. Library
8. Lighthouse
9. Factory
10. Orchard
11. Safari park
12. Campsite
13. Countryside
14. Skyscraper
15. Forest

I'm marching to College"
3,"1. Desert
2. Planet
3. Lake
4. Workshop
5. Historical site
6. Microbrewery
7. Forest
8. Cafe
9. Zoo
10. Movie theater
11. Aquarium
12. Orchard
13. Wildlife sanctuary
14. Daycare
15. Kindergarten
16. Sun
17. Spa
18. Farmers' market
19. Office

I'm en route to Lake"
0,"1. Desert
2. Planet
3. Workshop
4. Historical site
5. Microbrewery
6. Forest
7. Cafe
8. Zoo
9. Movie theater
10. Aquarium
11. Orchard
12. Wildlife sanctuary
13. Daycare
14. Kindergarten
15. Sun
16. Spa
17. Farmers' market
18. Office

I start for Lake"
3,"1. Botanical garden
2. Safari park
3. Train station
4. Television studio

I move towards Train station"
0,"1. Botanical garden
2. Safari park
3. Television studio

I travel to Train station"
8,"1. Museum
2. Airport
3. Farm
4. Farmers' market
5. Skyscraper
6. Vineyard
7. Aquarium
8. Hospital
9. Campground
10. Jupiter
11. Sculpture park

I proceed to Hospital"
0,"1. Museum
2. Airport
3. Farm
4. Farmers' market
5. Skyscraper
6. Vineyard
7. Aquarium
8. Campground
9. Jupiter
10. Sculpture park

I'm en route to Hospital"
3,"1. Cruise ship
2. Ski resort
3. Beach resort
4. Sun
5. Lighthouse
6. Office building
7. Stadium
8. Vineyard
9. Zoo
10. Tea house
11. Carnival

I'm making my way to Beach resort"
0,"1. Cruise ship
2. Ski resort
3. Sun
4. Lighthouse
5. Office building
6. Stadium
7. Vineyard
8. Zoo
9. Tea house
10. Carnival

I'm advancing to Beach resort"
4,"1. Cave
2. Microbrewery
3. Campground
4. Factory
5. Lake

I'm going to Factory"
0,"1. Cave
2. Microbrewery
3. Campground
4. Lake

I'm traveling towards Factory"
2,"1. Safari park
2. Beach resort
3. Cruise ship
4. Office building
5. Coffee shop
6. Lab

I'm navigating towards Beach resort"
0,"1. Safari park
2. Cruise ship
3. Office building
4. Coffee shop
5. Lab

I'm walking to Beach resort"
3,"1. Wildlife sanctuary
2. Spa
3. Vineyard
4. Beach
5. Hospital
6. Cafe
7. Village
8. Art gallery
9. Lake
10. Factory
11. Volcano
12. College
13. Mountain
14. Sculpture park
15. Historical site
16. Farm
17. Television studio

I'm moving towards Vineyard"
0,"1. Wildlife sanctuary
2. Spa
3. Beach
4. Hospital
5. Cafe
6. Village
7. Art gallery
8. Lake
9. Factory
10. Volcano
11. College
12. Mountain
13. Sculpture park
14. Historical site
15. Farm
16. Television studio

I'm en route to Vineyard"
2,"1. Campsite
2. Sculpture park
3. Radio station
4. Safari park

I'm starting for Sculpture park"
0,"1. Campsite
2. Radio station
3. Safari park

I'm entering Sculpture park"
2,"1. Lab
2. Radio station

I'm on the way to Radio station"
0,"1. Lab

I'm preparing to travel to Radio station"
7,"1. Underwater cave
2. Cave
3. Ski resort
4. Lake
5. Movie theater
6. Hospital
7. Sun
8. Observatory
9. Lab
10. Jupiter
11. Underground
12. Farm market
13. Jungle
14. Historical site
15. Town
16. University
17. River
18. Radio station
19. Office
20. Amusement park

I'm journeying towards Sun"
0,"1. Underwater cave
2. Cave
3. Ski resort
4. Lake
5. Movie theater
6. Hospital
7. Observatory
8. Lab
9. Jupiter
10. Underground
11. Farm market
12. Jungle
13. Historical site
14. Town
15. University
16. River
17. Radio station
18. Office
19. Amusement park

I'm entering Sun"
2,"1. Museum
2. University
3. Farmers' market
4. Countryside
5. Planetarium
6. Haunted house
7. Forest
8. Bakery
9. Lighthouse
10. Microbrewery
11. Cruise ship
12. Cabin

I journey to University"
0,"1. Museum
2. Farmers' market
3. Countryside
4. Planetarium
5. Haunted house
6. Forest
7. Bakery
8. Lighthouse
9. Microbrewery
10. Cruise ship
11. Cabin

I journey to University"
5,"1. Planet
2. Shopping mall
3. Orchard
4. Safari park
5. Sun
6. College
7. Desert
8. Castle
9. Movie theater

I walk to Sun"
0,"1. Planet
2. Shopping mall
3. Orchard
4. Safari park
5. College
6. Desert
7. Castle
8. Movie theater

I'm making my way to Sun"
4,"1. Circus
2. Waterfall
3. Office building
4. Underground

I go to Underground"
0,"1. Circus
2. Waterfall
3. Office building

I march to Underground"
12,"1. Aquarium
2. Sculpture park
3. City
4. Farm market
5. Farmers' market
6. Waterfall
7. Observatory
8. Art gallery
9. College
10. Farm
11. Village
12. Television studio
13. Garden
14. Cave
15. Planet
16. Office
17. Beach

I'm departing to Television studio"
0,"1. Aquarium
2. Sculpture park
3. City
4. Farm market
5. Farmers' market
6. Waterfall
7. Observatory
8. Art gallery
9. College
10. Farm
11. Village
12. Garden
13. Cave
14. Planet
15. Office
16. Beach

I'm making a trip towards Television studio"
1,"1. Wildlife sanctuary
2. Tea house

I'm heading to Wildlife sanctuary"
0,"1. Tea house

I'm moving to Wildlife sanctuary"
9,"1. Garden
2. Lighthouse
3. Stadium
4. Amusement park
5. Hospital
6. Campsite
7. Shopping mall
8. Desert
9. Wetland
10. Cinema
11. Underwater cave
12. Campground
13. River
14. Mountain
15. Daycare
16. Factory

I'm traveling to Wetland"
0,"1. Garden
2. Lighthouse
3. Stadium
4. Amusement park
5. Hospital
6. Campsite
7. Shopping mall
8. Desert
9. Cinema
10. Underwater cave
11. Campground
12. River
13. Mountain
14. Daycare
15. Factory

I'm strolling to Wetland"
10,"1. Art gallery
2. Planet
3. Garden
4. Kindergarten
5. Wildlife sanctuary
6. Sun
7. Suburb
8. Museum
9. Village
10. Radio station

I proceed to Radio station"
0,"1. Art gallery
2. Planet
3. Garden
4. Kindergarten
5. Wildlife sanctuary
6. Sun
7. Suburb
8. Museum
9. Village

I make my way to Radio station"
2,"1. Historical site
2. Radio station
3. Aquarium
4. Garden
5. Carnival
6. Gym
7. Sun
8. Spa
9. Campground
10. Mountain
11. College
12. Haunted house
13. Forest
14. Lighthouse

I'm making my way towards Radio station"
0,"1. Historical site
2. Aquarium
3. Garden
4. Carnival
5. Gym
6. Sun
7. Spa
8. Campground
9. Mountain
10. College
11. Haunted house
12. Forest
13. Lighthouse

I'm going to Radio station"
9,"1. Planet
2. Park
3. Moon
4. Space station
5. Shopping mall
6. Art gallery
7. Beach
8. Mountain
9. Television studio
10. Lighthouse

I'm en route to Television studio"
0,"1. Planet
2. Park
3. Moon
4. Space station
5. Shopping mall
6. Art gallery
7. Beach
8. Mountain
9. Lighthouse

I'm journeying to Television studio"
7,"1. Hospital
2. Observatory
3. Bakery
4. Park
5. Forest
6. Village
7. Studio
8. Castle

I'm heading towards Studio"
0,"1. Hospital
2. Observatory
3. Bakery
4. Park
5. Forest
6. Village
7. Castle

I take a trip to Studio"
10,"1. Cave
2. Tea house
3. Rainforest
4. Lake
5. Volcano
6. Cinema
7. Studio
8. Garden
9. Cafe
10. Cemetery
11. Underground
12. Farm
13. College
14. Underwater cave
15. Kindergarten
16. Planetarium

I'm journeying to Cemetery"
0,"1. Cave
2. Tea house
3. Rainforest
4. Lake
5. Volcano
6. Cinema
7. Studio
8. Garden
9. Cafe
10. Underground
11. Farm
12. College
13. Underwater cave
14. Kindergarten
15. Planetarium

I'm on my way to Cemetery"
1,"1. Factory
2. Wildlife sanctuary
3. Winery

I'm on the path to Factory"
0,"1. Wildlife sanctuary
2. Winery

I'm starting towards Factory"
9,"1. Safari park
2. Kindergarten
3. Microbrewery
4. Skyscraper
5. Cabin
6. Botanical garden
7. Wildlife sanctuary
8. Jungle
9. Concert hall
10. Farm market
11. Cafe
12. Village
13. Library

I'm marching towards Concert hall"
0,"1. Safari park
2. Kindergarten
3. Microbrewery
4. Skyscraper
5. Cabin
6. Botanical garden
7. Wildlife sanctuary
8. Jungle
9. Farm market
10. Cafe
11. Village
12. Library

I'm departing towards Concert hall"
1,"1. Cemetery
2. Amusement park

I visit Cemetery"
0,"1. Amusement park

I walk to Cemetery"
5,"1. Gym
2. Garden
3. Cabin
4. Forest
5. Radio station
6. Cruise ship
7. Daycare
8. Haunted house
9. Shopping mall
10. Microbrewery
11. Carnival
12. Ski resort
13. Suburb
14. Factory

I'm making a trip to Radio station"
0,"1. Gym
2. Garden
3. Cabin
4. Forest
5. Cruise ship
6. Daycare
7. Haunted house
8. Shopping mall
9. Microbrewery
10. Carnival
11. Ski resort
12. Suburb
13. Factory

I'm making a trip to Radio station"
7,"1. Movie theater
2. Historical site
3. Orchard
4. Coffee shop
5. Rainforest
6. Bakery
7. Daycare
8. Stadium
9. River
10. Botanical garden
11. Garden
12. University
13. Cafe
14. Sun
15. Cinema
16. Suburb
17. Mountain
18. Lighthouse

I'm strolling to Daycare"
0,"1. Movie theater
2. Historical site
3. Orchard
4. Coffee shop
5. Rainforest
6. Bakery
7. Stadium
8. River
9. Botanical garden
10. Garden
11. University
12. Cafe
13. Sun
14. Cinema
15. Suburb
16. Mountain
17. Lighthouse

I'm preparing to head to Daycare"
13,"1. Cemetery
2. Factory
3. Kindergarten
4. Campground
5. Cruise ship
6. Underground
7. Sun
8. Gym
9. Daycare
10. Farmers' market
11. Village
12. Farm market
13. Jupiter
14. Bookstore
15. Park
16. Office
17. Moon
18. Forest

I set out for Jupiter"
0,"1. Cemetery
2. Factory
3. Kindergarten
4. Campground
5. Cruise ship
6. Underground
7. Sun
8. Gym
9. Daycare
10. Farmers' market
11. Village
12. Farm market
13. Bookstore
14. Park
15. Office
16. Moon
17. Forest

I'm traveling to Jupiter"
4,"1. Island
2. Carnival
3. Forest
4. Farm
5. Bookstore
6. Hospital
7. Shopping mall
8. Tea house
9. Cinema
10. Jungle

I'm starting to Farm"
0,"1. Island
2. Carnival
3. Forest
4. Bookstore
5. Hospital
6. Shopping mall
7. Tea house
8. Cinema
9. Jungle

I'm heading to Farm"
12,"1. Beach resort
2. Campsite
3. Planet
4. Campground
5. Cafe
6. Vineyard
7. Gym
8. Spa
9. Underwater cave
10. Moon
11. Library
12. Cruise ship
13. Farm
14. Zoo
15. Space station
16. Lake

I'm traveling to Cruise ship"
0,"1. Beach resort
2. Campsite
3. Planet
4. Campground
5. Cafe
6. Vineyard
7. Gym
8. Spa
9. Underwater cave
10. Moon
11. Library
12. Farm
13. Zoo
14. Space station
15. Lake

I'm departing to Cruise ship"
2,"1. Jupiter
2. City
3. University
4. Radio station
5. Museum
6. Winery
7. Coffee shop
8. Airport
9. Garden
10. Safari park
11. Spa
12. Lake
13. Circus

I'm journeying towards City"
0,"1. Jupiter
2. University
3. Radio station
4. Museum
5. Winery
6. Coffee shop
7. Airport
8. Garden
9. Safari park
10. Spa
11. Lake
12. Circus

I'm starting towards City"
13,"1. Ice cream parlor
2. Observatory
3. Television studio
4. College
5. Town
6. Hospital
7. Skyscraper
8. Lake
9. Historical site
10. Office building
11. Factory
12. Shopping mall
13. Suburb
14. Amusement park
15. Countryside

I'm on my way to Suburb"
0,"1. Ice cream parlor
2. Observatory
3. Television studio
4. College
5. Town
6. Hospital
7. Skyscraper
8. Lake
9. Historical site
10. Office building
11. Factory
12. Shopping mall
13. Amusement park
14. Countryside

I proceed to Suburb"
16,"1. Waterfall
2. Spa
3. Sculpture park
4. Coffee shop
5. Suburb
6. Village
7. Haunted house
8. Circus
9. Bookstore
10. Tea house
11. Zoo
12. Concert hall
13. Rainforest
14. Hospital
15. Wetland
16. Microbrewery
17. Cemetery
18. Beach resort
19. Kindergarten

I'm en route to Microbrewery"
0,"1. Waterfall
2. Spa
3. Sculpture park
4. Coffee shop
5. Suburb
6. Village
7. Haunted house
8. Circus
9. Bookstore
10. Tea house
11. Zoo
12. Concert hall
13. Rainforest
14. Hospital
15. Wetland
16. Cemetery
17. Beach resort
18. Kindergarten

I'm making my way to Microbrewery"
5,"1. Town
2. Wetland
3. Mountain
4. Safari park
5. Farm market

I'm heading towards Farm market"
0,"1. Town
2. Wetland
3. Mountain
4. Safari park

I'm on the path to Farm market"
6,"1. Garden
2. Movie theater
3. Cave
4. Kindergarten
5. Suburb
6. Lake

I'm making my way to Lake"
0,"1. Garden
2. Movie theater
3. Cave
4. Kindergarten
5. Suburb

I venture to Lake"
2,"1. Carnival
2. Cave
3. Farm

I'm making my way to Cave"
0,"1. Carnival
2. Farm

I'm on the path to Cave"
16,"1. Space station
2. Observatory
3. Wetland
4. Town
5. Kindergarten
6. Concert hall
7. Sun
8. Office
9. Aquarium
10. Airport
11. Cafe
12. Restaurant
13. Gym
14. Museum
15. Vineyard
16. Lighthouse
17. Movie theater
18. Cabin

I'm strolling to Lighthouse"
0,"1. Space station
2. Observatory
3. Wetland
4. Town
5. Kindergarten
6. Concert hall
7. Sun
8. Office
9. Aquarium
10. Airport
11. Cafe
12. Restaurant
13. Gym
14. Museum
15. Vineyard
16. Movie theater
17. Cabin

I'm about to set off to Lighthouse"
7,"1. Winery
2. Cabin
3. University
4. Television studio
5. Movie theater
6. Coffee shop
7. Castle

I make my way to Castle"
0,"1. Winery
2. Cabin
3. University
4. Television studio
5. Movie theater
6. Coffee shop

I march to Castle"
1,"1. Kindergarten
2. Cemetery
3. Town
4. Planetarium
5. Factory

I head to Kindergarten"
0,"1. Cemetery
2. Town
3. Planetarium
4. Factory

I proceed to Kindergarten"
4,"1. College
2. Farm
3. Kindergarten
4. Safari park
5. Coffee shop
6. Volcano
7. Ice cream parlor
8. Forest
9. Cafe
10. Jungle
11. Farm market
12. Studio
13. Factory
14. Shopping mall
15. Library
16. Island
17. Space station

I make my way to Safari park"
0,"1. College
2. Farm
3. Kindergarten
4. Coffee shop
5. Volcano
6. Ice cream parlor
7. Forest
8. Cafe
9. Jungle
10. Farm market
11. Studio
12. Factory
13. Shopping mall
14. Library
15. Island
16. Space station

I'm traveling towards Safari park"
13,"1. Concert hall
2. Movie theater
3. Volcano
4. Jupiter
5. Workshop
6. Rainforest
7. Hospital
8. School
9. Cafe
10. Wetland
11. Farm
12. Planet
13. Jungle
14. Park
15. Vineyard
16. Lighthouse

I'm entering Jungle"
0,"1. Concert hall
2. Movie theater
3. Volcano
4. Jupiter
5. Workshop
6. Rainforest
7. Hospital
8. School
9. Cafe
10. Wetland
11. Farm
12. Planet
13. Park
14. Vineyard
15. Lighthouse

I'm making a trip to Jungle"
3,"1. Planet
2. Cemetery
3. Underground
4. Beach resort
5. School
6. Garden
7. Campsite
8. Moon
9. Historical site
10. Daycare

I'm en route to Underground"
0,"1. Planet
2. Cemetery
3. Beach resort
4. School
5. Garden
6. Campsite
7. Moon
8. Historical site
9. Daycare

I'm starting to Underground"
1,"1. Wildlife sanctuary
2. Aquarium
3. Countryside

I'm about to go to Wildlife sanctuary"
0,"1. Aquarium
2. Countryside

I set off for Wildlife sanctuary"
5,"1. Office
2. Campground
3. Cabin
4. Concert hall
5. Bookstore
6. Farmers' market

I journey to Bookstore"
0,"1. Office
2. Campground
3. Cabin
4. Concert hall
5. Farmers' market

I navigate to Bookstore"
9,"1. Haunted house
2. Circus
3. Waterfall
4. Radio station
5. City
6. Library
7. Garden
8. Stadium
9. Lab
10. Forest
11. Vineyard

I'm on my way to Lab"
0,"1. Haunted house
2. Circus
3. Waterfall
4. Radio station
5. City
6. Library
7. Garden
8. Stadium
9. Forest
10. Vineyard

I'm advancing to Lab"
3,"1. Movie theater
2. Jungle
3. Orchard
4. Beach
5. Botanical garden

I'm journeying towards Orchard"
0,"1. Movie theater
2. Jungle
3. Beach
4. Botanical garden

I travel to Orchard"
