Key,Value
2,"1. Room
2. Mia
3. Harper
4. Daniel
5. William
6. Ellie

What is Harper's favorite type of music?"
3,"1. Room
2. Mia
3. Harper
4. Daniel
5. William
6. Ellie

What is Daniel's favorite hobby?"
4,"1. Room
2. Mia
3. Harper
4. Daniel
5. William
6. Ellie

What is William's favorite hobby?"
5,"1. Room
2. Mia
3. Harper
4. Daniel
5. William
6. Ellie

What type of work does Ellie do?"
0,"1. Room
2. Stella
3. Henry
4. Hunter

What type of lighting is in the room?"
1,"1. Room
2. Stella
3. Henry
4. Hunter

""What are your hobbies, Stella?"""
2,"1. Room
2. Stella
3. Henry
4. Hunter

What does Henry do for a living?"
3,"1. Room
2. Stella
3. Henry
4. Hunter

What do you like to do in your spare time, Hunter?"
0,"1. Room
2. Joshua
3. Sofia

What is the temperature of the room?"
1,"1. Room
2. Joshua
3. Sofia

What kind of hobbies does Joshua enjoy doing?"
2,"1. Room
2. Joshua
3. Sofia

Where is Sofia from?"
0,"1. Room
2. James
3. Scarlett
4. David
5. Charlotte
6. John

What is the maximum capacity of the room?"
1,"1. Room
2. James
3. Scarlett
4. David
5. Charlotte
6. John

What is James's favorite hobby?"
2,"1. Room
2. James
3. Scarlett
4. David
5. Charlotte
6. John

What does Scarlett think about the topic that we are discussing?"
3,"1. Room
2. James
3. Scarlett
4. David
5. Charlotte
6. John

What does David do for work?"
4,"1. Room
2. James
3. Scarlett
4. David
5. Charlotte
6. John

What are Charlotte's interests?"
5,"1. Room
2. James
3. Scarlett
4. David
5. Charlotte
6. John

What color is John's shirt?"
0,"1. Room
2. Nicholas
3. Stella
4. Amelia
5. Thomas
6. Henry

What type of furniture is in this room?"
1,"1. Room
2. Nicholas
3. Stella
4. Amelia
5. Thomas
6. Henry

What does Nicholas do for a living?"
2,"1. Room
2. Nicholas
3. Stella
4. Amelia
5. Thomas
6. Henry

What has Stella been up to lately?"
3,"1. Room
2. Nicholas
3. Stella
4. Amelia
5. Thomas
6. Henry

What hobbies does Amelia enjoy?"
4,"1. Room
2. Nicholas
3. Stella
4. Amelia
5. Thomas
6. Henry

What topics does Thomas seem interested in?"
5,"1. Room
2. Nicholas
3. Stella
4. Amelia
5. Thomas
6. Henry

What does Henry do for a living?"
0,"1. Room
2. Emma
3. Grace
4. Liam
5. Mia
6. Penelope

What is the temperature of the room?"
1,"1. Room
2. Emma
3. Grace
4. Liam
5. Mia
6. Penelope

What is Emma's favorite hobby?"
2,"1. Room
2. Emma
3. Grace
4. Liam
5. Mia
6. Penelope

What do you find interesting about Grace?"
3,"1. Room
2. Emma
3. Grace
4. Liam
5. Mia
6. Penelope

What is Liam's favorite hobby?"
4,"1. Room
2. Emma
3. Grace
4. Liam
5. Mia
6. Penelope

What is Mia's favorite subject in school?"
5,"1. Room
2. Emma
3. Grace
4. Liam
5. Mia
6. Penelope

What does Penelope do for a living?"
0,"1. Room
2. Nora
3. Owen
4. Connor
5. Amelia
6. Hunter

What color are the walls?"
1,"1. Room
2. Nora
3. Owen
4. Connor
5. Amelia
6. Hunter

What is Nora's favorite hobby?"
2,"1. Room
2. Nora
3. Owen
4. Connor
5. Amelia
6. Hunter

What is Owen's favorite hobby?"
3,"1. Room
2. Nora
3. Owen
4. Connor
5. Amelia
6. Hunter

What is Connor's favorite hobby?"
4,"1. Room
2. Nora
3. Owen
4. Connor
5. Amelia
6. Hunter

What is the name of Amelia's favorite book?"
5,"1. Room
2. Nora
3. Owen
4. Connor
5. Amelia
6. Hunter

""What interests does Hunter have?"""
0,"1. Room
2. Hunter
3. Evelyn
4. Ava
5. Nora
6. Mila

What is the square footage of this room?"
1,"1. Room
2. Hunter
3. Evelyn
4. Ava
5. Nora
6. Mila

What is Hunter's favorite hobby?"
2,"1. Room
2. Hunter
3. Evelyn
4. Ava
5. Nora
6. Mila

What kind of things is Evelyn interested in?"
3,"1. Room
2. Hunter
3. Evelyn
4. Ava
5. Nora
6. Mila

What would you like to know about Ava in this room?"
4,"1. Room
2. Hunter
3. Evelyn
4. Ava
5. Nora
6. Mila

What does Nora think about the topic we just discussed?"
5,"1. Room
2. Hunter
3. Evelyn
4. Ava
5. Nora
6. Mila

What is Mila's relationship to the other people in the room?"
0,"1. Room
2. Victoria
3. Olivia
4. Henry
5. Amelia

Is there a thermostat to adjust the temperature?"
1,"1. Room
2. Victoria
3. Olivia
4. Henry
5. Amelia

What does Victoria do for a living?"
2,"1. Room
2. Victoria
3. Olivia
4. Henry
5. Amelia

What was Olivia's experience like in the room we are in?"
3,"1. Room
2. Victoria
3. Olivia
4. Henry
5. Amelia

What does Henry do for a living?"
4,"1. Room
2. Victoria
3. Olivia
4. Henry
5. Amelia

What is Amelia's favorite hobby?"
0,"1. Room
2. Ellie
3. Jack

What color is the carpet?"
1,"1. Room
2. Ellie
3. Jack

""What is your favorite thing about Ellie?"""
2,"1. Room
2. Ellie
3. Jack

What does Jack do for a living?"
0,"1. Room
2. Emilia
3. Claire
4. Evelyn
5. William
6. Riley

What color are the walls?"
1,"1. Room
2. Emilia
3. Claire
4. Evelyn
5. William
6. Riley

What does Emilia like to do in her free time?"
2,"1. Room
2. Emilia
3. Claire
4. Evelyn
5. William
6. Riley

What is Claire's favorite hobby?"
3,"1. Room
2. Emilia
3. Claire
4. Evelyn
5. William
6. Riley

Do you know Evelyn?"
4,"1. Room
2. Emilia
3. Claire
4. Evelyn
5. William
6. Riley

""What is your favorite thing about William?"""
5,"1. Room
2. Emilia
3. Claire
4. Evelyn
5. William
6. Riley

What does Riley do for a living?"
0,"1. Room
2. Matthew
3. Elizabeth
4. Mila
5. Leah

What kind of furniture is in the room?"
1,"1. Room
2. Matthew
3. Elizabeth
4. Mila
5. Leah

What is Matthew's favorite hobby?"
2,"1. Room
2. Matthew
3. Elizabeth
4. Mila
5. Leah

What is Elizabeth's favorite hobby?"
3,"1. Room
2. Matthew
3. Elizabeth
4. Mila
5. Leah

What would Mila like to do this evening?"
4,"1. Room
2. Matthew
3. Elizabeth
4. Mila
5. Leah

""What does Leah do for a living?"""
0,"1. Room
2. Logan
3. Claire
4. Hazel
5. Stella

What color are the walls?"
1,"1. Room
2. Logan
3. Claire
4. Hazel
5. Stella

Is Logan interested in joining any activities in the room?"
2,"1. Room
2. Logan
3. Claire
4. Hazel
5. Stella

What is Claire's favorite hobby?"
3,"1. Room
2. Logan
3. Claire
4. Hazel
5. Stella

What are your favorite hobbies, Hazel?"
4,"1. Room
2. Logan
3. Claire
4. Hazel
5. Stella

What is your favorite activity, Stella?"
0,"1. Room
2. Christopher
3. Landon

What colors are the walls in the room?"
1,"1. Room
2. Christopher
3. Landon

""What is Christopher's favorite hobby?"""
2,"1. Room
2. Christopher
3. Landon

What is Landon's favorite color?"
0,"1. Room
2. Gabriel
3. Henry

What color is the carpet?"
1,"1. Room
2. Gabriel
3. Henry

What is Gabriel's favorite hobby?"
2,"1. Room
2. Gabriel
3. Henry

What does Henry do for a living?"
0,"1. Room
2. Zara
3. Stella
4. Evelyn

What items are in the room?"
1,"1. Room
2. Zara
3. Stella
4. Evelyn

What type of work does Zara do?"
2,"1. Room
2. Zara
3. Stella
4. Evelyn

What is Stella's favorite hobby?"
3,"1. Room
2. Zara
3. Stella
4. Evelyn

Do you know Evelyn?"
0,"1. Room
2. Audrey
3. Sophia
4. William

What is the temperature in this room?"
1,"1. Room
2. Audrey
3. Sophia
4. William

What is your favorite hobby, Audrey?"
2,"1. Room
2. Audrey
3. Sophia
4. William

What does Sophia think about the current situation in the room?"
3,"1. Room
2. Audrey
3. Sophia
4. William

What is William's favorite hobby?"
0,"1. Room
2. Liam
3. David
4. Christopher
5. Hannah
6. Mason

What color is the carpet?"
1,"1. Room
2. Liam
3. David
4. Christopher
5. Hannah
6. Mason

What is Liam's favorite hobby?"
2,"1. Room
2. Liam
3. David
4. Christopher
5. Hannah
6. Mason

What brings David to this room today?"
3,"1. Room
2. Liam
3. David
4. Christopher
5. Hannah
6. Mason

What is Christopher's favorite hobby?"
4,"1. Room
2. Liam
3. David
4. Christopher
5. Hannah
6. Mason

What would Hannah like to talk about most?"
5,"1. Room
2. Liam
3. David
4. Christopher
5. Hannah
6. Mason

What brought Mason to this room today?"
0,"1. Room
2. Emilia
3. Gabriella
4. Aria
5. Gabriel

What is the temperature of the room?"
1,"1. Room
2. Emilia
3. Gabriella
4. Aria
5. Gabriel

What is Emilia's favorite color?"
2,"1. Room
2. Emilia
3. Gabriella
4. Aria
5. Gabriel

What kind of things does Gabriella like to do in her free time?"
3,"1. Room
2. Emilia
3. Gabriella
4. Aria
5. Gabriel

What type of music does Aria like?"
4,"1. Room
2. Emilia
3. Gabriella
4. Aria
5. Gabriel

What can you tell me about your experience working with Gabriel?"
0,"1. Room
2. Harper
3. Lillian
4. Anthony

What color are the walls in this room?"
1,"1. Room
2. Harper
3. Lillian
4. Anthony

What type of books does Harper like to read?"
2,"1. Room
2. Harper
3. Lillian
4. Anthony

What is Lillian's favorite hobby?"
3,"1. Room
2. Harper
3. Lillian
4. Anthony

""Anthony, what brings you here today?"""
0,"1. Room
2. Hazel
3. Bella
4. Emily
5. Dylan
6. Abigail

What kind of furniture is in this room?"
1,"1. Room
2. Hazel
3. Bella
4. Emily
5. Dylan
6. Abigail

How long have you known the people in this room, Hazel?"
2,"1. Room
2. Hazel
3. Bella
4. Emily
5. Dylan
6. Abigail

What hobbies does Bella enjoy?"
3,"1. Room
2. Hazel
3. Bella
4. Emily
5. Dylan
6. Abigail

What are Emily's interests and hobbies?"
4,"1. Room
2. Hazel
3. Bella
4. Emily
5. Dylan
6. Abigail

What is Dylan's favorite food?"
5,"1. Room
2. Hazel
3. Bella
4. Emily
5. Dylan
6. Abigail

What is Abigail's favorite hobby?"
0,"1. Room
2. Claire
3. Caleb
4. Evelyn
5. Bella
6. Gabriella

What is the temperature of the room?"
1,"1. Room
2. Claire
3. Caleb
4. Evelyn
5. Bella
6. Gabriella

What would you like to know about Claire in this room?"
2,"1. Room
2. Claire
3. Caleb
4. Evelyn
5. Bella
6. Gabriella

What do you like to do in your free time, Caleb?"
3,"1. Room
2. Claire
3. Caleb
4. Evelyn
5. Bella
6. Gabriella

""What is Evelyn's favorite ice cream flavor?"""
4,"1. Room
2. Claire
3. Caleb
4. Evelyn
5. Bella
6. Gabriella

What are Bella's hobbies and interests?"
5,"1. Room
2. Claire
3. Caleb
4. Evelyn
5. Bella
6. Gabriella

Do you know how long Gabriella has worked in this room?"
0,"1. Room
2. Dylan
3. Daniel

What type of lightbulbs are used in this room?"
1,"1. Room
2. Dylan
3. Daniel

""What are some of your favorite hobbies, Dylan?"""
2,"1. Room
2. Dylan
3. Daniel

What did Daniel study in college?"
0,"1. Room
2. Hannah
3. Olivia
4. Ariana

What type of furniture is in the room?"
1,"1. Room
2. Hannah
3. Olivia
4. Ariana

What does Hannah do for a living?"
2,"1. Room
2. Hannah
3. Olivia
4. Ariana

What did Olivia do before entering the room?"
3,"1. Room
2. Hannah
3. Olivia
4. Ariana

What are Ariana's hobbies and interests?"
0,"1. Room
2. Thomas
3. Eli
4. Jack

What is the temperature in this room?"
1,"1. Room
2. Thomas
3. Eli
4. Jack

What is Thomas's favorite hobby?"
2,"1. Room
2. Thomas
3. Eli
4. Jack

""What did Eli think about the discussion we just had?"""
3,"1. Room
2. Thomas
3. Eli
4. Jack

“What is Jack's favorite hobby?”"
0,"1. Room
2. Jackson
3. Mia
4. Gabriella
5. Lucas
6. Owen

What type of furniture is in the room?"
1,"1. Room
2. Jackson
3. Mia
4. Gabriella
5. Lucas
6. Owen

Where is Jackson from?"
2,"1. Room
2. Jackson
3. Mia
4. Gabriella
5. Lucas
6. Owen

What does Mia like to do in her free time?"
3,"1. Room
2. Jackson
3. Mia
4. Gabriella
5. Lucas
6. Owen

What kind of things does Gabriella like to do in her free time?"
4,"1. Room
2. Jackson
3. Mia
4. Gabriella
5. Lucas
6. Owen

What does Lucas enjoy doing in his spare time?"
5,"1. Room
2. Jackson
3. Mia
4. Gabriella
5. Lucas
6. Owen

What does Owen do for a living?"
0,"1. Room
2. Benjamin
3. Isaac
4. Lillian
5. Bella

What is the temperature in the room?"
1,"1. Room
2. Benjamin
3. Isaac
4. Lillian
5. Bella

""What is Benjamin's favorite hobby?"""
2,"1. Room
2. Benjamin
3. Isaac
4. Lillian
5. Bella

What connections does Isaac have in the room?"
3,"1. Room
2. Benjamin
3. Isaac
4. Lillian
5. Bella

What is your favorite thing about being in this room, Lillian?"
4,"1. Room
2. Benjamin
3. Isaac
4. Lillian
5. Bella

What hobbies does Bella enjoy?"
0,"1. Room
2. Sophia
3. Mila
4. Caleb

What is the temperature of the room?"
1,"1. Room
2. Sophia
3. Mila
4. Caleb

What does Sophia like to do in her free time?"
2,"1. Room
2. Sophia
3. Mila
4. Caleb

What do you think about Mila?"
3,"1. Room
2. Sophia
3. Mila
4. Caleb

What type of hobbies does Caleb have?"
0,"1. Room
2. Zoe
3. Lillian

What type of furnishings are in this room?"
1,"1. Room
2. Zoe
3. Lillian

What is Zoe's favorite hobby?"
2,"1. Room
2. Zoe
3. Lillian

What is your favorite thing about being in this room, Lillian?"
0,"1. Room
2. Ella
3. Tyler
4. Claire

What is the temperature in the room?"
1,"1. Room
2. Ella
3. Tyler
4. Claire

What is Ella's favorite thing to do in her free time?"
2,"1. Room
2. Ella
3. Tyler
4. Claire

What does Tyler like to do for fun?"
3,"1. Room
2. Ella
3. Tyler
4. Claire

What is Claire's favorite hobby?"
0,"1. Room
2. Amelia
3. Layla
4. Benjamin
5. Levi
6. Christian

Is this room temperature adjusted for comfort?"
1,"1. Room
2. Amelia
3. Layla
4. Benjamin
5. Levi
6. Christian

What are some of Amelia's hobbies or interests?"
2,"1. Room
2. Amelia
3. Layla
4. Benjamin
5. Levi
6. Christian

What do you like to do in your free time, Layla?"
3,"1. Room
2. Amelia
3. Layla
4. Benjamin
5. Levi
6. Christian

Where is Benjamin from?"
4,"1. Room
2. Amelia
3. Layla
4. Benjamin
5. Levi
6. Christian

""What sort of activities does Levi usually do?"""
5,"1. Room
2. Amelia
3. Layla
4. Benjamin
5. Levi
6. Christian

What is Christian's favorite hobby?"
0,"1. Room
2. Joshua
3. Logan
4. Ryan
5. Wyatt

What kind of artwork or decorations are in the room?"
1,"1. Room
2. Joshua
3. Logan
4. Ryan
5. Wyatt

""What is Joshua's favorite hobby?"""
2,"1. Room
2. Joshua
3. Logan
4. Ryan
5. Wyatt

What music does Logan like to listen to?"
3,"1. Room
2. Joshua
3. Logan
4. Ryan
5. Wyatt

What is Ryan's favorite hobby?"
4,"1. Room
2. Joshua
3. Logan
4. Ryan
5. Wyatt

What do you enjoy doing most, Wyatt?"
0,"1. Room
2. Noah
3. Nova
4. Jordan
5. Olivia

What kind of furniture is in the room?"
1,"1. Room
2. Noah
3. Nova
4. Jordan
5. Olivia

What kind of hobbies does Noah like to do?"
2,"1. Room
2. Noah
3. Nova
4. Jordan
5. Olivia

What is Nova's favorite hobby?"
3,"1. Room
2. Noah
3. Nova
4. Jordan
5. Olivia

What brings Jordan to this room today?"
4,"1. Room
2. Noah
3. Nova
4. Jordan
5. Olivia

What hobbies does Olivia enjoy?"
0,"1. Room
2. Connor
3. Christian
4. Jordan

What is the temperature in the room?"
1,"1. Room
2. Connor
3. Christian
4. Jordan

What does Connor do for a living?"
2,"1. Room
2. Connor
3. Christian
4. Jordan

What is Christian's favorite hobby?"
3,"1. Room
2. Connor
3. Christian
4. Jordan

What kind of work does Jordan do?"
0,"1. Room
2. Claire
3. Victoria
4. Lucas
5. Eli

What is the color of the walls?"
1,"1. Room
2. Claire
3. Victoria
4. Lucas
5. Eli

What would you like to know about Claire in this room?"
2,"1. Room
2. Claire
3. Victoria
4. Lucas
5. Eli

What do you think Victoria's favorite subject in school is?"
3,"1. Room
2. Claire
3. Victoria
4. Lucas
5. Eli

What does Lucas enjoy doing in his spare time?"
4,"1. Room
2. Claire
3. Victoria
4. Lucas
5. Eli

""What did Eli think of the presentation we just saw?"""
0,"1. Room
2. Nova
3. Aria
4. Lucas
5. Isabella
6. Oliver

What type of furniture is in this room?"
1,"1. Room
2. Nova
3. Aria
4. Lucas
5. Isabella
6. Oliver

What kind of interests does Nova have?"
2,"1. Room
2. Nova
3. Aria
4. Lucas
5. Isabella
6. Oliver

""What kind of hobbies does Aria have?"""
3,"1. Room
2. Nova
3. Aria
4. Lucas
5. Isabella
6. Oliver

What are Lucas's hobbies?"
4,"1. Room
2. Nova
3. Aria
4. Lucas
5. Isabella
6. Oliver

What are Isabella's hobbies and interests?"
5,"1. Room
2. Nova
3. Aria
4. Lucas
5. Isabella
6. Oliver

""What is Oliver's favorite hobby?"""
0,"1. Room
2. Samuel
3. Hunter
4. Emily
5. Zara
6. Hazel

What type of furniture is in the room?"
1,"1. Room
2. Samuel
3. Hunter
4. Emily
5. Zara
6. Hazel

Do you know Samuel?"
2,"1. Room
2. Samuel
3. Hunter
4. Emily
5. Zara
6. Hazel

What is Hunter's favorite hobby?"
3,"1. Room
2. Samuel
3. Hunter
4. Emily
5. Zara
6. Hazel

What are Emily's interests and hobbies?"
4,"1. Room
2. Samuel
3. Hunter
4. Emily
5. Zara
6. Hazel

What is Zara's favorite hobby?"
5,"1. Room
2. Samuel
3. Hunter
4. Emily
5. Zara
6. Hazel

What do you like to do in your spare time, Hazel?"
0,"1. Room
2. Michael
3. Nathan
4. Victoria
5. Levi
6. Hunter

Where is the nearest power outlet?"
1,"1. Room
2. Michael
3. Nathan
4. Victoria
5. Levi
6. Hunter

What is Michael's favorite hobby?"
2,"1. Room
2. Michael
3. Nathan
4. Victoria
5. Levi
6. Hunter

What does Nathan enjoy doing in his free time?"
3,"1. Room
2. Michael
3. Nathan
4. Victoria
5. Levi
6. Hunter

What is Victoria's favorite hobby?"
4,"1. Room
2. Michael
3. Nathan
4. Victoria
5. Levi
6. Hunter

What is Levi's favorite hobby?"
5,"1. Room
2. Michael
3. Nathan
4. Victoria
5. Levi
6. Hunter

What hobbies does Hunter enjoy?"
0,"1. Room
2. Emilia
3. Nova
4. Natalie
5. Tyler

What color are the walls in this room?"
1,"1. Room
2. Emilia
3. Nova
4. Natalie
5. Tyler

""Hello Emilia, could you tell me a bit about yourself?"""
2,"1. Room
2. Emilia
3. Nova
4. Natalie
5. Tyler

What does Nova enjoy doing in her spare time?"
3,"1. Room
2. Emilia
3. Nova
4. Natalie
5. Tyler

What interesting hobbies does Natalie enjoy?"
4,"1. Room
2. Emilia
3. Nova
4. Natalie
5. Tyler

Is Tyler new here?"
0,"1. Room
2. Maya
3. Zoe
4. Savannah

What size is the room?"
1,"1. Room
2. Maya
3. Zoe
4. Savannah

What is Maya's favorite hobby?"
2,"1. Room
2. Maya
3. Zoe
4. Savannah

What is Zoe's favorite hobby?"
3,"1. Room
2. Maya
3. Zoe
4. Savannah

What interests does Savannah have?"
0,"1. Room
2. Chloe
3. John
4. Levi
5. Hunter
6. Emilia

What color are the walls?"
1,"1. Room
2. Chloe
3. John
4. Levi
5. Hunter
6. Emilia

What is Chloe's favourite hobby?"
2,"1. Room
2. Chloe
3. John
4. Levi
5. Hunter
6. Emilia

What does John enjoy doing for leisure?"
3,"1. Room
2. Chloe
3. John
4. Levi
5. Hunter
6. Emilia

What is Levi's favorite hobby?"
4,"1. Room
2. Chloe
3. John
4. Levi
5. Hunter
6. Emilia

What do you like to do in your spare time, Hunter?"
5,"1. Room
2. Chloe
3. John
4. Levi
5. Hunter
6. Emilia

Do you know Emilia well?"
0,"1. Room
2. Benjamin
3. Logan

What type of furniture is in this room?"
1,"1. Room
2. Benjamin
3. Logan

What is Benjamin's favorite hobby?"
2,"1. Room
2. Benjamin
3. Logan

Is Logan interested in joining any activities in the room?"
0,"1. Room
2. Isaac
3. Aria
4. Benjamin
5. Daniel
6. Savannah

What is the temperature of the room?"
1,"1. Room
2. Isaac
3. Aria
4. Benjamin
5. Daniel
6. Savannah

What connections does Isaac have in the room?"
2,"1. Room
2. Isaac
3. Aria
4. Benjamin
5. Daniel
6. Savannah

What is Aria's favorite hobby?"
3,"1. Room
2. Isaac
3. Aria
4. Benjamin
5. Daniel
6. Savannah

What are Benjamin's hobbies?"
4,"1. Room
2. Isaac
3. Aria
4. Benjamin
5. Daniel
6. Savannah

What is Daniel's favorite hobby?"
5,"1. Room
2. Isaac
3. Aria
4. Benjamin
5. Daniel
6. Savannah

What does Savannah think about the topic that is currently being discussed?"
0,"1. Room
2. Anthony
3. Joshua
4. Samuel

Where is the light switch located?"
1,"1. Room
2. Anthony
3. Joshua
4. Samuel

What is Anthony's favorite hobby?"
2,"1. Room
2. Anthony
3. Joshua
4. Samuel

What is Joshua's favorite hobby?"
3,"1. Room
2. Anthony
3. Joshua
4. Samuel

What is Samuel's favorite hobby?"
0,"1. Room
2. Ella
3. Grace

What kind of furniture is in this room?"
1,"1. Room
2. Ella
3. Grace

What does Ella think about the current topic of discussion?"
2,"1. Room
2. Ella
3. Grace

What is Grace's favorite hobby?"
0,"1. Room
2. Nora
3. Matthew
4. Luna
5. Noah

What color is the rug in this room?"
1,"1. Room
2. Nora
3. Matthew
4. Luna
5. Noah

What sort of topics is Nora most passionate about discussing?"
2,"1. Room
2. Nora
3. Matthew
4. Luna
5. Noah

""Can you tell me something interesting about Matthew?"""
3,"1. Room
2. Nora
3. Matthew
4. Luna
5. Noah

What does Luna think about the topic currently being discussed in the room?"
4,"1. Room
2. Nora
3. Matthew
4. Luna
5. Noah

What is Noah's favorite hobby?"
0,"1. Room
2. John
3. Ava
4. Audrey
5. Christopher
6. Lucas

What colour is the carpet in this room?"
1,"1. Room
2. John
3. Ava
4. Audrey
5. Christopher
6. Lucas

What color is John's shirt?"
2,"1. Room
2. John
3. Ava
4. Audrey
5. Christopher
6. Lucas

""What is your favorite thing about Ava?"""
3,"1. Room
2. John
3. Ava
4. Audrey
5. Christopher
6. Lucas

Can you tell me a bit about your experience working with Audrey?"
4,"1. Room
2. John
3. Ava
4. Audrey
5. Christopher
6. Lucas

What is Christopher's favorite hobby?"
5,"1. Room
2. John
3. Ava
4. Audrey
5. Christopher
6. Lucas

What interests does Lucas have?"
0,"1. Room
2. Penelope
3. Skylar
4. Elizabeth

What color are the walls?"
1,"1. Room
2. Penelope
3. Skylar
4. Elizabeth

What does Penelope do for a living?"
2,"1. Room
2. Penelope
3. Skylar
4. Elizabeth

""Hi Skylar, can you tell me a bit about yourself?"""
3,"1. Room
2. Penelope
3. Skylar
4. Elizabeth

What is Elizabeth's favorite hobby?"
0,"1. Room
2. Paisley
3. Cameron
4. Mila
5. Henry
6. Nathan

Is there air conditioning in this room?"
1,"1. Room
2. Paisley
3. Cameron
4. Mila
5. Henry
6. Nathan

Do you know Paisley well?"
2,"1. Room
2. Paisley
3. Cameron
4. Mila
5. Henry
6. Nathan

What does Cameron like to do in his free time?"
3,"1. Room
2. Paisley
3. Cameron
4. Mila
5. Henry
6. Nathan

What is Mila's relationship to the other people in the room?"
4,"1. Room
2. Paisley
3. Cameron
4. Mila
5. Henry
6. Nathan

What does Henry do for a living?"
5,"1. Room
2. Paisley
3. Cameron
4. Mila
5. Henry
6. Nathan

What does Nathan enjoy doing in his free time?"
0,"1. Room
2. Sophia
3. Charlotte
4. Leah
5. Scarlett

What type of furniture is in the room?"
1,"1. Room
2. Sophia
3. Charlotte
4. Leah
5. Scarlett

What do you enjoy doing in your free time, Sophia?"
2,"1. Room
2. Sophia
3. Charlotte
4. Leah
5. Scarlett

What is Charlotte's favorite hobby?"
3,"1. Room
2. Sophia
3. Charlotte
4. Leah
5. Scarlett

What is Leah's favorite hobby?"
4,"1. Room
2. Sophia
3. Charlotte
4. Leah
5. Scarlett

How long have you known Scarlett?"
0,"1. Room
2. Paisley
3. Maya
4. Zoe

What color is the carpet in this room?"
1,"1. Room
2. Paisley
3. Maya
4. Zoe

What is Paisley's favorite thing to do in this room?"
2,"1. Room
2. Paisley
3. Maya
4. Zoe

What hobbies does Maya enjoy?"
3,"1. Room
2. Paisley
3. Maya
4. Zoe

Are you new to the area, Zoe?"
0,"1. Room
2. Amelia
3. Emilia
4. Cameron
5. Hunter

What type of furniture is in this room?"
1,"1. Room
2. Amelia
3. Emilia
4. Cameron
5. Hunter

What hobbies does Amelia enjoy?"
2,"1. Room
2. Amelia
3. Emilia
4. Cameron
5. Hunter

Do you know Emilia well?"
3,"1. Room
2. Amelia
3. Emilia
4. Cameron
5. Hunter

""What do you enjoy doing in your free time, Cameron?"""
4,"1. Room
2. Amelia
3. Emilia
4. Cameron
5. Hunter

What sports does Hunter enjoy playing?"
0,"1. Room
2. Logan
3. Levi

What is the temperature in the room?"
1,"1. Room
2. Logan
3. Levi

What music does Logan like to listen to?"
2,"1. Room
2. Logan
3. Levi

What is Levi's favorite hobby?"
0,"1. Room
2. Isabella
3. Caleb
4. Luna
5. William

What is the temperature in this room?"
1,"1. Room
2. Isabella
3. Caleb
4. Luna
5. William

""What do you and Isabella have in common?"""
2,"1. Room
2. Isabella
3. Caleb
4. Luna
5. William

What type of activities does Caleb like to do in his free time?"
3,"1. Room
2. Isabella
3. Caleb
4. Luna
5. William

What does Luna think about the topic currently being discussed in the room?"
4,"1. Room
2. Isabella
3. Caleb
4. Luna
5. William

What is William's favorite hobby?"
0,"1. Room
2. Emilia
3. Avery
4. Abigail
5. Penelope
6. Gabriella

What is the square footage of the room?"
1,"1. Room
2. Emilia
3. Avery
4. Abigail
5. Penelope
6. Gabriella

What does Emilia like to do in her free time?"
2,"1. Room
2. Emilia
3. Avery
4. Abigail
5. Penelope
6. Gabriella

What kind of hobbies does Avery enjoy?"
3,"1. Room
2. Emilia
3. Avery
4. Abigail
5. Penelope
6. Gabriella

""How long have you known Abigail?"""
4,"1. Room
2. Emilia
3. Avery
4. Abigail
5. Penelope
6. Gabriella

Do you know Penelope personally?"
5,"1. Room
2. Emilia
3. Avery
4. Abigail
5. Penelope
6. Gabriella

What kind of things does Gabriella like to do in her free time?"
0,"1. Room
2. Ariana
3. Scarlett
4. David
5. Zoe

What are the dimensions of the room?"
1,"1. Room
2. Ariana
3. Scarlett
4. David
5. Zoe

What did Ariana think of the presentation we just saw?"
2,"1. Room
2. Ariana
3. Scarlett
4. David
5. Zoe

What is Scarlett's favorite color?"
3,"1. Room
2. Ariana
3. Scarlett
4. David
5. Zoe

What does David like to do in his free time?"
4,"1. Room
2. Ariana
3. Scarlett
4. David
5. Zoe

Are you new to the area, Zoe?"
0,"1. Room
2. Christian
3. Maya

What color are the walls in this room?"
1,"1. Room
2. Christian
3. Maya

What are Christian's hobbies and interests?"
2,"1. Room
2. Christian
3. Maya

Are you related to anyone else here in this room, Maya?"
0,"1. Room
2. Gabriella
3. Ethan
4. Owen
5. Savannah
6. Eli

What color is the carpet in this room?"
1,"1. Room
2. Gabriella
3. Ethan
4. Owen
5. Savannah
6. Eli

What kind of things does Gabriella like to do in her free time?"
2,"1. Room
2. Gabriella
3. Ethan
4. Owen
5. Savannah
6. Eli

What is Ethan's favorite hobby?"
3,"1. Room
2. Gabriella
3. Ethan
4. Owen
5. Savannah
6. Eli

What is Owen's favorite hobby?"
4,"1. Room
2. Gabriella
3. Ethan
4. Owen
5. Savannah
6. Eli

What interests does Savannah have?"
5,"1. Room
2. Gabriella
3. Ethan
4. Owen
5. Savannah
6. Eli

What is Eli's favorite hobby?"
0,"1. Room
2. Dylan
3. Joseph
4. Eli
5. Elizabeth

What type of lighting is in this room?"
1,"1. Room
2. Dylan
3. Joseph
4. Eli
5. Elizabeth

What brings Dylan to this room today?"
2,"1. Room
2. Dylan
3. Joseph
4. Eli
5. Elizabeth

""What is Joseph's favorite hobby?"""
3,"1. Room
2. Dylan
3. Joseph
4. Eli
5. Elizabeth

What is Eli's favorite hobby?"
